username,userid,profile_location,created_at,text,retweet_count,source
인연을믿어요💐리다덕🎗,1220181275270512640,,2020-01-23 03:07:47,"RT @OSR012: 할말 많은 기레기 ㅎㅎ
그 때마다 우연히도 죄명이가 회피하고 싶은 일이 있었지 😷

코로나19 백신 접종 미룬 이재명 경기지사, 네 번째 자가격리

이 지사는 이번까지 4번 모두 방역당국으로부터 통보를 받지 않았지만 스스로 격리…",6,Twitter for Android
우리동네방송국,3193427573,서울 중구,2015-04-22 04:45:23,"RT @jsgo747: [우리동네 긴급출동]
💥 세계평화와 대한민국 코로나 종식을 위해 나타난 허경영강연 💥

🔹지금 구경하기ㅋㅋ? 실시간방송.. 
▶️https://t.co/yXXeqsL5XD…",2,Twitter Web App
뭐시기비고,329468437,여긴 어디,2011-07-05 03:54:42,"RT @healing_storage: 코로나 때문에 비대면 설교를 진행하는 중인데
고양이가 난입해서 신부님 우유를 마심 https://t.co/7RoFtVxO6H",15150,Twitter for Android
김 태환(金台煥 - TaeHwan Kim)🇰🇷,135001921,"DaeJeon,Republic of Korea",2010-04-20 02:16:11,"RT @DreamDaejeon: 🚨‘21.5.24.(월)~6.13.(일)까지
사회적 거리두기 1.5단계가 3주간 유지됩니다.

※ 코로나-19 중앙사고수습본부의 비 수도권 (거리두기 1.5단계 방역수칙)

수정내용
[직계가족 8인까지 모이는 것 가능…",8,Twitter for iPhone
🌱혜진🎗,2848297416,,2014-10-09 05:53:34,"RT @kju7154: 광역지자체장 대부분이 백신 접종을 마침
코로나19 백신 접종 부작용 무서워 미룬 10재명 경기불쌍놈, 네 번째 지맴대로 격리(사회에서 강제 영구 격리시켜야 할놈)
https://t.co/WiOsdLPjof
지난 3월 정부는 백…",12,Twitter for iPhone
이쑤시개,122233097,"Seoul, Korea",2010-03-12 01:47:07,"[이준석 현상을 우습게 아는 민주당이 버려야 할 3가지]
1. 민주화 운동 프리미엄
2. 친노 친문 타령
3. 대통령 지지율

과거사로 울겨먹던 시대는 코로나로 종식되었다는 사실...",0,Twitter for iPhone
쑥스터,1204424012513697792,,2019-12-10 15:34:05,"개장전 주요뉴스 - 중국 3자녀까지 허용 산아제한 사실상 폐지, 자동차용 강판가격 4년만에 오른다 코로나 반도체 이어 3중고, 탄소배출권 가격 사상최고, 디즈니 9월 상륙 유력 등 https://t.co/XAf0r4IJW5",0,Tistory2Twitter
※비로소※PAXM,730958021233250304,대한민국 경기도 파주시,2016-05-13 03:09:07,"RT @leekanghe: 이재명 잔머리는 인정이다
다른 지자체장들 코로나 백신 다 맞을 때 안맞은 이유가 껄끄러운 일 생기면 지가격리하려 한거네
사패샛기!",41,Twitter for Android
호비Blue Side¹¹²,1330781637664096257,,2020-11-23 07:54:29,"RT @SisterDee0: 이번 정부 들어선 뒤로 해외 체류 중인 한국인을 위해 최초로 전세기를 띄웠고, 온갖 반대와 여론 악화에도 코로나 상황이 심각한 곳에서 한국에 오겠다는 자국민을 버려둔 적이 없었다.
그런데도 온갖 말들을 다 했지. 의료진…",44,Twitter for Android
actualite.a.la.une,191461400,,2010-09-16 14:26:15,"RT @bradymary_su: 완전 동의.. 한국에서 요따위로 처벌받을거 걍 죽는게 최고임.
김ㄱ덕 코로나로 뒤져서 속이 싸악 내려가는 느낌이었음",68,Twitter for iPhone
carpe diem,1319305293424017408,,2020-10-22 15:51:18,"RT @daknews10: 한국 기레기만 인정안함

덴마크 총리 ""문 대통령 코로나 리더십, 많은 국가에 영감"" |  https://t.co/HKI1eFv4om",473,Twitter Web App
탱그리,851024480436494337,welcome to korea,2017-04-09 10:50:22,RT @only_the_moon_: @withmoonpa 고추점 자가검사도한 놈인데 코로나 지가격리 쯤이야...🙄,5,Twitter for Android
포도알,2472122060,대한민국,2014-05-01 07:49:43,RT @LetUs___Burn: 매일 매일 여성을 향한 남성범죄가 일어난다 코로나고 지랄이고 여자는 전시상황이나 다름없다 코로나로 죽는 여자보다 남자한테 죽고 테러당하는 여자가 훨씬 많아,4,Twitter for Android
actualite.a.la.une,191461400,,2010-09-16 14:26:15,"RT @yarlyshirley: 코로나 집단감염이 있었는데도 회식하고, 강제참여시키고, 성추행에 은폐 따돌림으로 사람 죽인 공군 20 전투 비행단. 가해자 얼굴 신상 공개하고 책임자들 전부 직위해제 시켜라 https://t.co/yv52UWAezS",1005,Twitter for iPhone
우분투(ubuntu)-우리가 함께 있기에 내가 있다,2414228221,,2014-03-27 13:25:13,"RT @JHWon10: 코로나19 백신 접종 미룬 이재명 경기지사, 
네 번째 짜가격리

질병관리청 통보가 아닌 짜가격리 할때는
전날 술 퍼마시고 쉬고 싶을때..
곤란한 이슈가 발생해 숨어야 할때..
경선 토론 준비 과외 수업 할때..",20,Twitter for iPhone
다움,1079933410016059392,인장은 더보이즈 뉴입니다,2019-01-01 02:52:43,"RT @yarlyshirley: 코로나 집단감염이 있었는데도 회식하고, 강제참여시키고, 성추행에 은폐 따돌림으로 사람 죽인 공군 20 전투 비행단. 가해자 얼굴 신상 공개하고 책임자들 전부 직위해제 시켜라 https://t.co/yv52UWAezS",1005,Twitter for iPhone
SIVA,1693269036,,2013-08-23 08:52:47,"RT @healing_storage: 코로나 때문에 비대면 설교를 진행하는 중인데
고양이가 난입해서 신부님 우유를 마심 https://t.co/7RoFtVxO6H",15150,Twitter for Android
잉크/インク,149925820,,2010-05-30 15:53:16,"RT @yonhaptweet: ""코로나19 첫 보고지 우한 사망자 과소신고…실제는 3배""
https://t.co/dDgyctYuPy

중국 우한의 코로나19 감염 사망자가 실제로는 공식 통계의 3배에 달한다는 겁니다. https://t.co/2vpb…",53,Twitter for Android
새내기,846864922755575808,클릭해보셨군요,2017-03-28 23:21:46,"RT @hosa_Y: ‘10명씩’ 모아 예진하는 코로나 백신 위탁기관, 이래도 괜찮나? 
 https://t.co/HjWy2NxY5E 
........????????????????????
부작용 설명을 모아서 하는게 아니라 예진을 모아서 한다구...…",2,Tweetbot for iΟS
초 대형 벽화 그레피티 3d 미디어 아트 작가 777맨,2548828957,서울 서초구 양재동 275-3 트윈타워오피스텔상가 21,2014-06-05 22:49:44,신라제국 동종 비천상 코로나 액막이 부적 전통 문양 박쥐 사대천왕 창칼 운수 대통 디자인그림 모티브는 우리집 통영 옻칠 옷장과 미닫이 서랍 전복껍질 자개장 문양에서 영감을 받아 평창 상원사 동종 참배 근처… https://t.co/jjYVBdzzc9,0,Twitter for Android
BAE YONGJOO,95000585,,2009-12-06 13:42:42,RT @supermassive101: 이줴명은 코로나를 지 숨는데 이용하는구나.,82,Twitter for iPhone
나리밈,932979293453410305,,2017-11-21 14:29:32,"RT @yarlyshirley: 코로나 집단감염이 있었는데도 회식하고, 강제참여시키고, 성추행에 은폐 따돌림으로 사람 죽인 공군 20 전투 비행단. 가해자 얼굴 신상 공개하고 책임자들 전부 직위해제 시켜라 https://t.co/yv52UWAezS",1005,Twitter for Android
키이라,4890803973,,2016-02-09 05:29:50,"RT @yarlyshirley: 코로나 집단감염이 있었는데도 회식하고, 강제참여시키고, 성추행에 은폐 따돌림으로 사람 죽인 공군 20 전투 비행단. 가해자 얼굴 신상 공개하고 책임자들 전부 직위해제 시켜라 https://t.co/yv52UWAezS",1005,Twitter for iPhone
서동건,1348678792630267905,,2021-01-11 17:11:11,"남양주횟집
동두천오피
동두천콜걸
남양주코로나
동두천출장샵
동두천훈녀
동두천출장안마
동두천애인대행
동두천출장마사지
동두천섹파
남양주노래방
동두천조건만남
동두천콜걸샵
동두천여행
동두천페이만남
ehdwncjs350 https://t.co/4j5QrGcR2g",0,Twitter for Android
멸치는 볶음이지!,962149538,,2012-11-21 10:25:00,오늘 면접인데...아 코로나 시대의 면접이라 걸쩍지근하다. 백신 맞고 나서 했어야 했는데. 쩝. 안 그래도 어제 트윗 팔로잉한 분이 지방 출장 가는데 백신 맞고 싶다...이런 글 보고 공감 억수로 함,0,Twitter for Android
작은 ㅎr은,1379616860010778626,,2021-04-07 02:07:55,"RT @yarlyshirley: 코로나 집단감염이 있었는데도 회식하고, 강제참여시키고, 성추행에 은폐 따돌림으로 사람 죽인 공군 20 전투 비행단. 가해자 얼굴 신상 공개하고 책임자들 전부 직위해제 시켜라 https://t.co/yv52UWAezS",1005,Twitter for iPhone
은돌,209212360,𓃰,2010-10-28 18:49:53,RT @SBS8news: 코로나 격무에 쏟아지는 폭언…처벌 규정도 없다 #SBS뉴스 https://t.co/BAN2Q8yfw4,13,Twitter for Android
인거증멸,1270732666145394688,,2020-06-10 15:01:00,"RT @leekanghe: 인류의 재앙인 코로나를 이용해 처 먹는게 사람새퀴인가?

코로나 걸려 뒤졋으면 한다 고생 찔찔하다가...",8,Twitter for Android
100서팀장,1150249628723372032,,2019-07-14 03:44:16,"RT @yarlyshirley: 코로나 집단감염이 있었는데도 회식하고, 강제참여시키고, 성추행에 은폐 따돌림으로 사람 죽인 공군 20 전투 비행단. 가해자 얼굴 신상 공개하고 책임자들 전부 직위해제 시켜라 https://t.co/yv52UWAezS",1005,Twitter for iPhone
아밤,1385054765961211904,,2021-04-22 02:16:34,"RT @_golden_gate_: 이때가 코로나로 콘서트 취소되고난 직후라서 목소리나 표정이나 서운함이 흘러넘치는 지민이,,,ㅠ 그래도 늘 팬들에 대한 따뜻한 메세지 잊지않는 이 사랑둥이야 ㅠㅠ https://t.co/wfKZ80qgTJ",414,Twitter for Android
그래도널(I Still You),111458145,대~한민국,2010-02-05 00:34:22,"[코로나19정보]민방위, 예비군 코로나 백신 예약 방법 https://t.co/U2WFtJVk6H",0,Tistory2Twitter
자유우파! 국익이 답! 수구좌파 척결!,2473156416,,2014-05-01 23:30:47,"RT @youngjaejeong: 中실험실 코로나 기원설 새국면···""中고발자 모집"" 다크넷 동원 https://t.co/8KEsaqaHWd",8,Twitter for Android
이네,1384886445383421955,인장 : 현뉴님,2021-04-21 15:07:20,"코로나검사 많이 아파요???
저 지금 눈물 날 것 같아요 진짜
개무서움 무증상 확진이면 어떡해",0,Twitter for Android
윤시호,1056160883674505216,,2018-10-27 12:29:12,"RT @_golden_gate_: 이때가 코로나로 콘서트 취소되고난 직후라서 목소리나 표정이나 서운함이 흘러넘치는 지민이,,,ㅠ 그래도 늘 팬들에 대한 따뜻한 메세지 잊지않는 이 사랑둥이야 ㅠㅠ https://t.co/wfKZ80qgTJ",414,Twitter for Android
💪🏻야구보는 여자*🎗😷🏳️‍🌈🌺,3275023982,180722 사직 190926 상동,2015-07-11 01:09:57,RT @Apocalypa1: 왜 탐라 다들 코로나 백신 맞음? 님들 30대였음?,3,Twitter for iPhone
taeho88,1313452669470568451,,2020-10-06 12:15:04,RT @angelesyogi: 윤석열 마스크도 안 쓰고 식당주인과 어깨동무하고. 코로나 끝났냐.,3,Twitter for Android
달마중가자,804962628,,2012-09-05 16:48:56,"RT @hwaga_story: - 이재명 중대본 회의 343회 중 3회 참석
- 코로나 자가격리 4회째

민주당은 이재명 제명으로 격리시켜라!!!",94,Twitter for Android
맨날 아픈 하레,1243073190294736899,Team.H_R,2020-03-26 07:12:04,"RT @yarlyshirley: 코로나 집단감염이 있었는데도 회식하고, 강제참여시키고, 성추행에 은폐 따돌림으로 사람 죽인 공군 20 전투 비행단. 가해자 얼굴 신상 공개하고 책임자들 전부 직위해제 시켜라 https://t.co/yv52UWAezS",1005,Twitter for Android
SBS 뉴스,91946403,KOREA,2009-11-23 05:47:28,독일 코로나19 감염자 10명 중 1명꼴로 '장기 후유증' #SBS뉴스 https://t.co/kHfw9QSWI2,1,sbs8news
한겨레,135410387,,2010-04-21 06:41:20,"RT @hwaga_story: - 이재명 중대본 회의 343회 중 3회 참석
- 코로나 자가격리 4회째

민주당은 이재명 제명으로 격리시켜라!!!",94,Twitter for Android
과거의 행동이 현재를 평가하고 미래를 예상한다,168418605,seoul,2010-07-19 08:04:05,"RT @tgs432004: 조중동을 비롯 모든 신문들과 TV종편,유튜브에서 가찌뉴스가 판을치며 국민들 눈과 귀를 막고, 조롱하고 있는데 언론개혁에 뒷짐쥐고 있는 국회가 한심하다.
특히 코로나 백신 가짜뉴스는 심각함을 넘어 대한국민으로써 부끄러울 뿐이…",3,Twitter for Android
경기도청 사회적경제과,1069753638011121665,,2018-12-04 00:41:57,"RT @ggholic: 🚨코로나19대응 정례브리핑🚨
최근 소규모 사업장 유행의 재확산과 영국변이주 바이러스의 확산으로 경기도 광주, 여주 등 경기동부권역의 코로나19 확진자 증가세가 뚜렷하게 나타나 시군 네트워킹 사업등을 통해 위험 요인을 점검·제거…",20,Twitter Web App
라요,1310161226408685569,컴션은 디엠,2020-09-27 10:16:00,"RT @yarlyshirley: 코로나 집단감염이 있었는데도 회식하고, 강제참여시키고, 성추행에 은폐 따돌림으로 사람 죽인 공군 20 전투 비행단. 가해자 얼굴 신상 공개하고 책임자들 전부 직위해제 시켜라 https://t.co/yv52UWAezS",1005,Twitter for Android
I'm fine.🔥,252339817,"Seoul, Korea",2011-02-15 00:24:18,"RT @yarlyshirley: 코로나 집단감염이 있었는데도 회식하고, 강제참여시키고, 성추행에 은폐 따돌림으로 사람 죽인 공군 20 전투 비행단. 가해자 얼굴 신상 공개하고 책임자들 전부 직위해제 시켜라 https://t.co/yv52UWAezS",1005,Twitter Web App
파주 마더테레사,371609649,,2011-09-11 05:25:46,"RT @lp_list: 부대가 선임해준 국선변호인은 코로나 격리 때문에 못온다는 말만 할 뿐 아무 대책도 마련해주지 않았고, 피해자 조사때 조차 동행해주지 않았습니다.",26,Twitter for iPhone
\/💜💜💜보라해,1328997549236125698,,2020-11-18 09:44:51,"RT @_golden_gate_: 이때가 코로나로 콘서트 취소되고난 직후라서 목소리나 표정이나 서운함이 흘러넘치는 지민이,,,ㅠ 그래도 늘 팬들에 대한 따뜻한 메세지 잊지않는 이 사랑둥이야 ㅠㅠ https://t.co/wfKZ80qgTJ",414,Twitter for Android
빱빱빠라바라빱빱콘 🤝,1355513468078575623,,2021-01-30 13:49:47,"RT @s_dam01: 공군 20 전투 비행단에서 발생한 성추행
코로나로 인해 음주와 회식 금지령이 있었지만 선임의 강압으로 회식 자리에 나가게 됨
회식이 끝난 후 피해자는 가해자(이 중사)에게 성범죄를 당함 후 상관에서 곧바로 신고했지만 가해자와…",68,Twitter for Android
ohzius 찢_나_절_안,3193340437,대한민국 서울,2015-05-12 14:34:37,"RT @JHWon10: 코로나19 백신 접종 미룬 이재명 경기지사, 
네 번째 짜가격리

질병관리청 통보가 아닌 짜가격리 할때는
전날 술 퍼마시고 쉬고 싶을때..
곤란한 이슈가 발생해 숨어야 할때..
경선 토론 준비 과외 수업 할때..",20,Twitter for Android
got7infinitylove,1041085098517389312,"Bangkok, Thailand",2018-09-15 22:03:24,"RT @Paifah_PT: 겸식당 개업을 축하해요~🎉
코로나가 끝나면 바로 겸식당에 갈게요!
기대하세요. ^^ 

ยินดีกับการเปิดกิจการใหม่ของคยอมชิกตังนะคะ
โคโร่น่าหมดเมื่อไหร่จะไปที่ร้านแ…",97,Twitter for iPhone
골마니아,793137344,,2012-08-31 05:21:13,"RT @happy_CSR_: 접종 완료 후 신체 변화를 확인해 보니, 흡연자들은 비흡연자들보다 항체 생성량이 42.8%나 적은 것으로 조사. 흡연은 백신의 효과를 떨어뜨릴 뿐만 아니라 코로나19에 감염될 위험도 높이는 것으로 나타나. ""똑같은 코로나…",81,Twitter for Android
카피쭈라에몽,95198519,"Seoul, Republic of Korea",2009-12-07 13:17:36,"RT @bradymary_su: 완전 동의.. 한국에서 요따위로 처벌받을거 걍 죽는게 최고임.
김ㄱ덕 코로나로 뒤져서 속이 싸악 내려가는 느낌이었음",68,Twitter for iPad
winston🇺🇸,4175570958,"Texas, USA",2015-11-09 04:51:10,"RT @yarlyshirley: 코로나 집단감염이 있었는데도 회식하고, 강제참여시키고, 성추행에 은폐 따돌림으로 사람 죽인 공군 20 전투 비행단. 가해자 얼굴 신상 공개하고 책임자들 전부 직위해제 시켜라 https://t.co/yv52UWAezS",1005,Twitter for iPhone
너는똘이야,1194535149934743552,대한민국 광주,2019-11-13 08:39:18,RT @ecolibertas: '설사하다 사망' 코로나 의심 고3의 반전..사촌형 폭행탓이었다 | 다음뉴스 https://t.co/5s9hHVDyaN,2675,Twitter for Android
복숭아제철6-8월,583300051,FUB안프리함 언팔시속상함,2012-05-18 00:22:20,RT @ecolibertas: '설사하다 사망' 코로나 의심 고3의 반전..사촌형 폭행탓이었다 | 다음뉴스 https://t.co/5s9hHVDyaN,2675,Twitter for Android
"요로케 쬬온득 쪼혼득-한 ""망고""",954156272286232576,,2018-01-19 00:59:17,"RT @yarlyshirley: 코로나 집단감염이 있었는데도 회식하고, 강제참여시키고, 성추행에 은폐 따돌림으로 사람 죽인 공군 20 전투 비행단. 가해자 얼굴 신상 공개하고 책임자들 전부 직위해제 시켜라 https://t.co/yv52UWAezS",1005,Twitter for Android
구릅,1335898287182815234,내가 사랑하는 사람이 너희라 다행이다/ 슙슙,2020-12-07 10:45:55,"그냥 내 생각일수도 있는데 확실히 입덕은 디엔에이랑 작은시랑 온때가 젤 많은것 가틈
온할때가 코로나땜에 집에만 있어야 되고 또 학교는 못가고 하니까 심심해서 뭔가를 갈구하게됨.나도 원래는 덕질에 관심도 없다… https://t.co/1UlfNMkFRQ",0,Twitter for iPhone
Mx백:D,1597190755,,2013-07-16 01:03:31,"난 코로나시대 되기 전에도 마스크 자주 착용했던터라 불편하지 않은데 
자율적으로 잘 할 수 있다면 
강제하겠냐고 
도덕적으로 다들 잘 살면 
법 안 만들어도 되겠지만 
그게 아니자녀 

내참 
이제는 백신… https://t.co/3gOnH69mxF",0,Twitter for iPhone
christina,1342038592630128641,대한민국 대전,2020-12-24 09:25:57,RT @nylee_office: 대한민국 마을의 소득 하위 10명이 중산층으로 올라가기 위해서는 다섯 세대가 걸린다고 합니다. 어림잡아 150년입니다. 디지털 불평등과 코로나 불평등까지 겹치며 격차는 더욱 커질 것입니다. 불평등을 완화하고 지속가능한…,121,Twitter for Android
Hong bliss,753052544,,2012-08-12 12:49:04,"RT @D_T_Monitoring: &lt;회유와 협박이 계속됐지만 군은 이번에도 피해자를 보호할 생각이 없어보였다/부대가 선임해준 국선변호인은 코로나 격리 때문에 못온다는 말만 할 뿐 아무 대책도 마련해주지 않았고, 피해자 조사때 조차 동행해주지 않았다…",83,Twitter Web App
(외유내강문재인114)찢재명만팬다,709888772939198464,,2016-03-15 23:47:27,"RT @hwaga_story: - 이재명 중대본 회의 343회 중 3회 참석
- 코로나 자가격리 4회째

민주당은 이재명 제명으로 격리시켜라!!!",94,Twitter for Android
killDAL,1239749851786559488,,2020-03-17 03:06:53,"RT @jscha999: 영국, 중공 우한 코로나 기원 조사 밝힌다 ㄷㄷㄷㄷ
지구의 암덩어리 조사해서 밝힌다함ㅋㅋㅋㅋ https://t.co/l7NukXYHrb",9,Twitter for iPhone
위위,1262374824325898242,,2020-05-18 13:29:54,"RT @yarlyshirley: 코로나 집단감염이 있었는데도 회식하고, 강제참여시키고, 성추행에 은폐 따돌림으로 사람 죽인 공군 20 전투 비행단. 가해자 얼굴 신상 공개하고 책임자들 전부 직위해제 시켜라 https://t.co/yv52UWAezS",1005,Twitter for iPhone
ㅇㅇ,872359842,yellowstone,2012-10-10 19:22:23,"RT @yarlyshirley: 코로나 집단감염이 있었는데도 회식하고, 강제참여시키고, 성추행에 은폐 따돌림으로 사람 죽인 공군 20 전투 비행단. 가해자 얼굴 신상 공개하고 책임자들 전부 직위해제 시켜라 https://t.co/yv52UWAezS",1005,Twitter for Android
이민규,1398308604776652803,,2021-05-28 16:02:17,@EVEFD3 너무 피곤하실꺼 같네요 몇 시간 못 주무시고 악몽도 꾸시고 ㅜㅜ 전 어제 4번째 코로나검사하고 집에 있에서 문자 기다리는데 모르는 번호 전화와서 순간 식은땀이 ㅜㅜ 근데 9시도 안되었는데 스팸이네요 ㅋ,0,Twitter for Android
영으뉭,1330113251322064897,,2020-11-21 11:38:12,"RT @_golden_gate_: 이때가 코로나로 콘서트 취소되고난 직후라서 목소리나 표정이나 서운함이 흘러넘치는 지민이,,,ㅠ 그래도 늘 팬들에 대한 따뜻한 메세지 잊지않는 이 사랑둥이야 ㅠㅠ https://t.co/wfKZ80qgTJ",414,Twitter for Android
superT m^^m,142503389,KOREA,2010-05-11 01:55:25,"RT @lp_list: 부대가 선임해준 국선변호인은 코로나 격리 때문에 못온다는 말만 할 뿐 아무 대책도 마련해주지 않았고, 피해자 조사때 조차 동행해주지 않았습니다.",26,Twitter for iPhone
넷플릭스 심취중인 ☆데나우시☆,366410560,,2011-09-02 03:50:18,@RoanoRosa 코로나 백신접종 후 블랙라군 팀코 한번 했으면 좋겠어요~!,0,Twitter Web App
